Name	Molecular form	Microbe	Strain	Target	PubMed ID
Saquinavir	C38H50N6O5	Human immunodeficiency virus 1	Not Specified	Pol polyprotein	9297727
Saquinavir	C38H50N6O5	Human immunodeficiency virus 1	Not Specified	Pol polyprotein	11322246
Saquinavir	C38H50N6O5	Human immunodeficiency virus 1	Not Specified	Pol polyprotein	17638694
Saquinavir	C38H50N6O5	Human immunodeficiency virus 1	Not Specified	Pol polyprotein	17849388
Saquinavir	C38H50N6O5	Human immunodeficiency virus	Not Specified	HIV-1 protease	19040279
Saquinavir	C38H50N6O5	Human immunodeficiency virus 1	Not Specified	Pol polyprotein	19040279
Saquinavir	C38H50N6O5	Human immunodeficiency virus	Not Specified	HIV-1 protease	19537723
Saquinavir	C38H50N6O5	Human immunodeficiency virus 1	Not Specified	Pol polyprotein	19537723
Saquinavir	C38H50N6O5	Human immunodeficiency virus	Not Specified	HIV-1 protease	20660676
Saquinavir	C38H50N6O5	Human immunodeficiency virus 1	Not Specified	Pol polyprotein	20660676
S-carboxylmethyl-L-cysteine	C5H9NO4S	Actinomyces oris	MG1	N/A	25081571
S-carboxylmethyl-L-cysteine	C5H9NO4S	Streptococcus mutans	UA159	N/A	25081571
Scopoletin	C10H8O4	Escherichia coli	O157:H7	N/A	25027570
Scrambled LL-37	C205H340N60O53	Aggregatibacter actinomycetemcomitans	JP2	N/A	23836819
Scrambled LL-37	C205H340N60O53	Aggregatibacter actinomycetemcomitans	Y4	N/A	23836819
Scrambled LL-37	C205H340N60O53	Aggregatibacter actinomycetemcomitans	VT726S	N/A	23836819
Scrambled LL-37	C205H340N60O53	Aggregatibacter actinomycetemcomitans	ATCC 29532	N/A	23836819
Scrambled LL-37	C205H340N60O53	Aggregatibacter actinomycetemcomitans	ATCC 33384	N/A	23836819
Scrambled LL-37	C205H340N60O53	Aggregatibacter actinomycetemcomitans	VT726S?ltx-	N/A	23836819
Seg6D	C90H174N22O15	Pseudomonas aeruginosa	PAO1	N/A	25761937
Seg6L	C90H174N22O15	Pseudomonas aeruginosa	PAO1	N/A	25761937
Sennidin A	C30H18O10	Streptococcus mutans	LMG 14558	N/A	17220400
Sertaconazole nitrate	C20H15Cl3N2OS	Candida albicans	SC5314	N/A	23689719
S-ethyl-L-cysteine	C5H11NO2S	Streptococcus mutans	UA159	N/A	25081571
S-ethyl-L-cysteine	C5H11NO2S	Streptococcus sanguis	10556	N/A	25081571
Shikonin	C16H16O5	Pseudomonas aeruginosa	PAO1	N/A	21852522
Shikonin	C16H16O5	Stenotrophomonas maltophilia	GIMT1.118	N/A	21852522
Siamycin I	C97H137N23O27S4	Enterococcus faecalis	OG1RF	N/A	17071762
Silver dihydrogen citrate	C6H7AgO7	Staphylococcus aureus	RN1HG	N/A	23490006
Silver dihydrogen citrate	C6H7AgO7	Staphylococcus aureus	Mu50	N/A	23490006
Silver dihydrogen citrate	C6H7AgO7	Staphylococcus aureus	ET013 (MRSA)	N/A	23490006
Silver dihydrogen citrate	C6H7AgO7	Staphylococcus aureus	ET041 (MRSA)	N/A	23490006
Silver Ion	Ag+	Pseudomonas aeruginosa	PAO1	N/A	24958247
Silver nanoparticles	N/A	Candida albicans	MTCC 7315	N/A	25056565
Silver nanoparticles	N/A	Pseudomonas aeruginosa	MTCC 4673	N/A	25056565
Silver nanoparticles	N/A	Staphylococcus aureus	MTCC 9542	N/A	25056565
Silver nanoparticles	N/A	Staphylococcus epidermidis	CSF 41498	N/A	25596861
Silver nanoparticles	N/A	Pseudomonas aeruginosa	PAO1	N/A	26595817
Silver nanoparticles	N/A	Staphylococcus aureus	ATCC 2592	N/A	26595817
Silver nanoparticles	N/A	Escherichia coli	Not Specified	N/A	27585261
Silver nanoparticles	N/A	Staphylococcus aureus	Not Specified	N/A	27585261
Silver nanoparticles	N/A	Pseudomonas aeruginosa	PAO1	N/A	28848007
Silver nanowires	N/A	Pseudomonas aeruginosa	NCIM 2948	N/A	23224498
Silver nitrate	AgNO3	Burkholderia cepacia	ATCC 17759	N/A	28756196
Silver nitrate	AgNO3	Escherichia coli	ATCC 25312	N/A	28756196
Silver nitrate	AgNO3	Kocuria rhizophila	ATCC 9341	N/A	28756196
Silver nitrate	AgNO3	Pseudomonas aeruginosa	ATCC 9027	N/A	28756196
Silver nitrate	AgNO3	Staphylococcus aureus	ATCC 6538	N/A	28756196
Silver nitrate	AgNO3	Staphylococcus epidermidis	ATCC 12228	N/A	28756196
Silver sulfadiazine	C10H9AgN4O2S	Staphylococcus aureus	RN1HG	N/A	23490006
Silver sulfadiazine	C10H9AgN4O2S	Staphylococcus aureus	Mu50	N/A	23490006
Silver sulfadiazine	C10H9AgN4O2S	Staphylococcus aureus	ET013 (MRSA)	N/A	23490006
Silver sulfadiazine	C10H9AgN4O2S	Staphylococcus aureus	ET041 (MRSA)	N/A	23490006
Silver sulphate	AgO4S	Staphylococcus aureus	RN1HG	N/A	23490006
Silybin	C25H22O10	Staphylococcus aureus	2346775	N/A	26273725
Simeprevir	C38H47N5O7S2	Hepatitis C virus	Not Specified	NS3 protease	18678486
Sinapic acid	C11H12O5	Escherichia coli	O157:H7 (ATCC 43895)	N/A	24067082
Sinefungin	C15H23N7O5	Streptococcus pneumoniae	D-39 (NCTC 7466)	N/A	25050323
Sinensetin	C20H20O7	Escherichia coli	O157:H7	N/A	20163489
Sinensetin	C20H20O7	Vibrio harveyi	BB120	N/A	20163489
Sinensetin	C20H20O7	Escherichia coli	O157:H7 (ATCC 43895)	N/A	23891936
Sm6(L1)2C	C129H173N39O20	Streptococcus mutans	UA159	N/A	20211885
Sm6(L2)B33	C157H214N42O24	Streptococcus mutans	UA159	N/A	20211885
Sm6(L3)2C	C133H181N39O22	Streptococcus mutans	UA159	N/A	20211885
SMAP-29	C146H260N52O32	Pseudomonas aeruginosa	Pa5	N/A	21849157
SMAP-29	C146H260N52O32	Pseudomonas aeruginosa	Pa9	N/A	21849157
SMAP-29	C146H260N52O32	Staphylococcus aureus	Sa4	N/A	21849157
SMAP-29	C146H260N52O32	Staphylococcus aureus	Sa7	N/A	21849157
SMAP-29	C146H260N52O32	Stenotrophomonas maltophilia	Sm109	N/A	21849157
SMAP-29	C146H260N52O32	Stenotrophomonas maltophilia	Sm143	N/A	21849157
SMAP-29	C146H260N52O32	Burkholderia thailandensis	E264	N/A	26196513
S-methyl- L-cysteine	C4H9NO2S	Streptococcus mutans	UA159	N/A	25081571
S-methyl- L-cysteine	C4H9NO2S	Streptococcus sanguis	10556	N/A	25081571
Sodium ascorbate	C6H7NaO6	Pseudomonas aeruginosa	PAO1	N/A	25175797
Sodium Chloride	ClNa	Pseudomonas fluorescens	H2S	N/A	2624463
Sodium Chloride	ClNa	Campylobacter jejuni	M129	N/A	17259368
Sodium sulfate	Na2O4S	Pseudomonas fluorescens	H2S	N/A	2624463
Sorbitol	C6H14O6	Actinoplanes missouriensis	ATCC 14538	Xylose isomerase	17016423
Sorbitol	C6H14O6	Actinoplanes missouriensis	DSM 43046	Xylose isomerase	17016423
Sorbitol	C6H14O6	Actinoplanes missouriensis	CBS 188.64	Xylose isomerase	17016423
Sorbitol	C6H14O6	Actinoplanes missouriensis	JCM 3121	Xylose isomerase	17016423
Sorbitol	C6H14O6	Actinoplanes missouriensis	NCIMB 12654	Xylose isomerase	17016423
Sorbitol	C6H14O6	Actinoplanes missouriensis	NBRC 102363	Xylose isomerase	17016423
Sorbitol	C6H14O6	Actinoplanes missouriensis	431	Xylose isomerase	17016423
Sorbitol	C6H14O6	Arthrobacter sp. 	NRRL B3728	Xylose isomerase	17016423
Sorbitol	C6H14O6	Escherichia coli	K12	Malate synthase G	17016423
Sorbitol	C6H14O6	Streptomyces rubiginosus	Not Specified	Xylose isomerase	17016423
Sorbitol	C6H14O6	Actinoplanes missouriensis	ATCC 14538	Xylose isomerase	17139284
Sorbitol	C6H14O6	Actinoplanes missouriensis	DSM 43046	Xylose isomerase	17139284
Sorbitol	C6H14O6	Actinoplanes missouriensis	CBS 188.64	Xylose isomerase	17139284
Sorbitol	C6H14O6	Actinoplanes missouriensis	JCM 3121	Xylose isomerase	17139284
Sorbitol	C6H14O6	Actinoplanes missouriensis	NCIMB 12654	Xylose isomerase	17139284
Sorbitol	C6H14O6	Actinoplanes missouriensis	NBRC 102363	Xylose isomerase	17139284
Sorbitol	C6H14O6	Actinoplanes missouriensis	431	Xylose isomerase	17139284
Sorbitol	C6H14O6	Arthrobacter sp. 	NRRL B3728	Xylose isomerase	17139284
Sorbitol	C6H14O6	Escherichia coli	K12	Malate synthase G	17139284
Sorbitol	C6H14O6	Streptomyces rubiginosus	Not Specified	Xylose isomerase	17139284
sorivudine	C11H13BrN2O6	Bacteroides	Not Specified	N/A	9110360
sorivudine	C11H13BrN2O6	Bacteroides eggerthii	Not Specified	N/A	9110360
sorivudine	C11H13BrN2O6	Bacteroides vulgatus	Not Specified	N/A	9110360
S-OSIP108	C49H88N14O14S2	Candida albicans	Not Specified	N/A	24566179
SP1	C56H94N14O18	Pseudomonas aeruginosa	15442	N/A	25401078
SP1	C56H94N14O18	Staphylococcus aureus	25923	N/A	25401078
SP1	C56H94N14O18	Staphylococcus aureus	29213	N/A	25401078
SP1	C56H94N14O18	Staphylococcus aureus	6538	N/A	25401078
SP1	C56H94N14O18	Staphylococcus aureus	RP62A	N/A	25401078
Spermine	C10H26N4	Vibrio cholerae	Not Specified	N/A	28827313
S-phenyl-L-cysteine	C9H11NO2S	Actinomyces oris	MG1	N/A	25081571
S-phenyl-L-cysteine	C9H11NO2S	Streptococcus mutans	UA159	N/A	25081571
S-phenyl-L-cysteine	C9H11NO2S	Streptococcus sanguis	10556	N/A	25081571
S-phenyl-L-cysteine sulfoxide	C9H11NO3S	Pseudomonas aeruginosa	PAO1	N/A	22715388
S-propyl-L-cysteine	C6H13NO2S	Streptococcus mutans	UA159	N/A	25081571
SQ109	C22H38N2	Mycobacterium tuberculosis	Not Specified	N/A	28162983
Ssp (A4K-A11K)	C61H92N14O20	Streptococcus mutans	MT 8148	N/A	28394940
Stavudine	C10H12N2O4	Human immunodeficiency virus 1	Not Specified	Reverse transcriptase/RNaseH	8861550
Stavudine	C10H12N2O4	Human immunodeficiency virus 1	Not Specified	Reverse transcriptase	15183338
Stearic acid	C18H36O2	Vibrio cholerae	VCO1	N/A	26939983
Stilbene	C14H12	Escherichia coli	O157:H7 (ATCC 43895)	N/A	24067082
Streptomycin	C21H39N7O12	Escherichia coli	K12	30S ribosomal protein S12	7928982
Streptomycin	C21H39N7O12	Escherichia coli	K12	30S ribosomal protein S12	9364810
Streptomycin	C21H39N7O12	Escherichia coli	K12	30S ribosomal protein S12	11357996
Streptomycin	C21H39N7O12	Staphylococcus aureus	ATCC 29213	N/A	21887652
Streptomycin	C21H39N7O12	Pseudomonas aeruginosa	PAO1	N/A	24705563
Streptorubin B	C25H33N3O	Staphylococcus aureus	N315 (MRSA)	N/A	26027829
Subtilosin	C152H226N38O45S3	Escherichia coli	O157:H7	N/A	27914001
Subtilosin	C152H226N38O45S3	Gardnerella vaginalis	ATCC 14018	N/A	27914001
Subtilosin	C152H226N38O45S3	Listeria monocytogenes	ScottA	N/A	27914001
Sucrose	C12H22O11	Campylobacter jejuni	M129	N/A	17259368
Sulbactam	C8H11NO5S	Staphylococcus aureus	Not Specified	Beta-lactamase	14621983
Sulbactam	C8H11NO5S	Staphylococcus aureus	Not Specified	Beta-lactamase	17630699
Sulconazole nitrate	C18H16Cl3N3O3S	Candida albicans	SC5314	N/A	23689719
Sulfacetamide	C8H10N2O3S	Escherichia coli	K12	Dihydropteroate synthase	13873645
Sulfacetamide	C8H10N2O3S	Baker's yeast	Not Specified	Folic acid synthesis protein FOL1	14700578
Sulfacetamide	C8H10N2O3S	Dihydropteroate synthase type-1	Not Specified	Dihydropteroate synthase type-1	14700578
Sulfacetamide	C8H10N2O3S	Escherichia coli	K12	Dihydropteroate synthase	14700578
Sulfacetamide	C8H10N2O3S	Escherichia coli	K12	Dihydropteroate synthase	19434845
Sulfacytine	C12H14N4O3S	Escherichia coli	K12	Dihydropteroate synthase	1195474
Sulfacytine	C12H14N4O3S	Escherichia coli	K12	Dihydropteroate synthase	17016423
Sulfacytine	C12H14N4O3S	Escherichia coli	K12	Dihydropteroate synthase	17139284
Sulfadiazine	C10H10N4O2S	Plasmodium falciparum	Not Specified	Dihydropteroate synthetase	9127492
Sulfadiazine	C10H10N4O2S	Plasmodium falciparum	Not Specified	Dihydropteroate synthetase	15673759
Sulfadiazine	C10H10N4O2S	Plasmodium falciparum	Not Specified	Dihydropteroate synthetase	18434167
Sulfadiazine?	C10H10N4O2S	Plasmodium falciparum	Not Specified	Dihydropteroate synthetase	9127492
Sulfadiazine?	C10H10N4O2S	Plasmodium falciparum	Not Specified	Dihydropteroate synthetase	15673759
Sulfadiazine?	C10H10N4O2S	Plasmodium falciparum	Not Specified	Dihydropteroate synthetase	18434167
Sulfadoxine	C12H14N4O4S	Plasmodium falciparum	isolate K1 	Bifunctional dihydrofolate reductase-thymidylate synthase	15099990
Sulfadoxine	C12H14N4O4S	Plasmodium falciparum	Thailand	Bifunctional dihydrofolate reductase-thymidylate synthase	15099990
Sulfadoxine	C12H14N4O4S	Plasmodium falciparum	isolate K1 	Bifunctional dihydrofolate reductase-thymidylate synthase	16023986
Sulfadoxine	C12H14N4O4S	Plasmodium falciparum	Thailand	Bifunctional dihydrofolate reductase-thymidylate synthase	16023986
Sulfadoxine	C12H14N4O4S	Plasmodium falciparum	isolate K1 	Bifunctional dihydrofolate reductase-thymidylate synthase	17876469
Sulfadoxine	C12H14N4O4S	Plasmodium falciparum	Thailand	Bifunctional dihydrofolate reductase-thymidylate synthase	17876469
Sulfadoxine	C12H14N4O4S	Plasmodium falciparum	Not Specified	Dihydropteroate synthetase	19220141
Sulfadoxine	C12H14N4O4S	Plasmodium falciparum	Not Specified	Dihydropteroate synthetase	19772548
Sulfadoxine	C12H14N4O4S	Plasmodium falciparum	Not Specified	Dihydropteroate synthetase	20439956
Sulfalene	C11H12N4O3S	Plasmodium falciparum	Not Specified	Dihydropteroate synthetase	8195839
Sulfalene	C11H12N4O3S	Plasmodium falciparum	Not Specified	Dihydropteroate synthetase	17016423
Sulfalene	C11H12N4O3S	Plasmodium falciparum	Not Specified	Dihydropteroate synthetase	17139284
Sulfamerazine	C11H12N4O2S	Escherichia coli	K12	Dihydropteroate synthase	4577373
Sulfamerazine	C11H12N4O2S	Escherichia coli	K12	Dihydropteroate synthase	7486915
Sulfamerazine	C11H12N4O2S	Escherichia coli	K12	Dihydropteroate synthase	21084778
Sulfamethazine	C12H14N4O2S	Escherichia coli	K12	Dihydropteroate synthase	4577373
Sulfamethazine	C12H14N4O2S	Escherichia coli	K12	Dihydropteroate synthase	7486915
Sulfamethazine	C12H14N4O2S	Escherichia coli	K12	Dihydropteroate synthase	21084778
Sulfamethizole	C9H10N4O2S2	Escherichia coli	K12	Dihydropteroate synthase	2372557
Sulfamethizole	C9H10N4O2S2	Escherichia coli	K12	Dihydropteroate synthase	17016423
Sulfamethizole	C9H10N4O2S2	Escherichia coli	K12	Dihydropteroate synthase	17139284
Sulfamethoxazole	C10H11N3O3S	Escherichia coli	K12	Dihydropteroate synthase	7486915
Sulfamethoxazole	C10H11N3O3S	Escherichia coli	K12	Bifunctional protein FolC	7786001
Sulfamethoxazole	C10H11N3O3S	Escherichia coli	K12	Bifunctional protein FolC	17016423
Sulfamethoxazole	C10H11N3O3S	Escherichia coli	K12	Bifunctional protein FolC	17139284
Sulfamoxole	C11H13N3O3S	Plasmodium falciparum	Not Specified	Dihydropteroate synthetase	9127492
Sulfanilamide	C6H8N2O2S	Escherichia coli	K12	Dihydropteroate synthase	9127492
Sulfanilamide	C6H8N2O2S	Escherichia coli	K12	Dihydropteroate synthase	16487326
Sulfanilamide	C6H8N2O2S	Escherichia coli	K12	Dihydropteroate synthase	16997145
Sulfaphenazole	C15H14N4O2S	Escherichia coli	K12	Dihydropteroate synthase	7486915
Sulfathiazole	C9H9N3O2S2	Plasmodium falciparum	Not Specified	Dihydropteroate synthetase	2694948
Sulfisoxazole	C11H13N3O3S	Escherichia coli	K12	Dihydropteroate synthase	7016423
Sulfisoxazole	C11H13N3O3S	Escherichia coli	K12	Dihydropteroate synthase	7486915
Sulfisoxazole	C11H13N3O3S	Escherichia coli	K12	Dihydropteroate synthase	15673729
Sulfisoxazole	C11H13N3O3S	Escherichia coli	K12	Dihydropteroate synthase	16000430
Sulfisoxazole?	C11H13N3O3S	Escherichia coli	K12	Dihydropteroate synthase	7486915
Sulfisoxazole?	C11H13N3O3S	Escherichia coli	K12	Dihydropteroate synthase	15673729
Sulfisoxazole?	C11H13N3O3S	Escherichia coli	K12	Dihydropteroate synthase	16000430
Sulfisoxazole?	C11H13N3O3S	Escherichia coli	K12	Dihydropteroate synthase	17016423
Syringic acid	C9H10O5	Escherichia coli	O157:H7 (ATCC 43895)	N/A	24067082
Tachyplesin III	C99H155N33O19S4	Pseudomonas aeruginosa	ATCC 27853	N/A	18022289
Tangeretin	C20H20O7	Vibrio harveyi	BB120	N/A	26140409
Tangerine oil	N/A	Staphylococcus aureus	ATCC 6538	N/A	25027570
Tannic acid	C76H52O46	Proteus mirabilis	PM-SJ415	N/A	19619987
Tannic acid	C76H52O46	Pseudomonas aeruginosa	ATCC 10145	N/A	21291979
Tannic acid	C76H52O46	Escherichia coli	O157:H7 (ATCC 43895)	N/A	24067082
Tannic acid	C76H52O46	Pseudomonas aeruginosa	N6P6	N/A	26245683
Taurine	C2H7NO3S	Actinomyces oris	MG1	N/A	25081571
Taurine	C2H7NO3S	Streptococcus mutans	UA159	N/A	25081571
Taurine	C2H7NO3S	Streptococcus sanguis	10556	N/A	25081571
Tazobactam	C10H12N4O5S	Salmonella Typhi	Not Specified	Beta-lactamase TEM	10511459
Tazobactam?	C10H12N4O5S	Escherichia coli	Not Specified	Beta-lactamase SHV-1	17016423
Tazobactam?	C10H12N4O5S	Escherichia coli	Not Specified	Beta-lactamase SHV-1	17139284
Tea tree oil	N/A	Staphylococcus aureus	ATCC 6538	N/A	25027570
Teichoplanin	C89H99Cl2N9O33	Staphylococcus aureus	ATCC 43300	N/A	23070152
Telaprevir	C36H53N7O6	Hepatitis C virus	Not Specified	Genome polyprotein	18479202
Telaprevir?	C36H53N7O6	Hepatitis C virus	Not Specified	Hepatitis C virus NS3-4A serine protease	18479202
Telekin	C15H20O3	Candida albicans	SC5314	N/A	26394911
Telithromycin	C43H65N5O10	Enteric bacteria and other eubacteria	Not Specified	23S rRNA	15386111
Telithromycin	C43H65N5O10	Enteric bacteria and other eubacteria	Not Specified	23S rRNA	15980387
Telithromycin	C43H65N5O10	Enteric bacteria and other eubacteria	Not Specified	23S rRNA	16436755
Telithromycin	C43H65N5O10	Enteric bacteria and other eubacteria	Not Specified	23S rRNA	17016423
Telithromycin	C43H65N5O10	Enteric bacteria and other eubacteria	Not Specified	23S rRNA	17139284
Telithromycin	C43H65N5O10	Enteric bacteria and other eubacteria	Not Specified	23S rRNA	17314426
Tellurite	O3Te-2	Pseudomonas aeruginosa	PAO1	N/A	24958247
Tenofovir	C19H30N5O10P	Human immunodeficiency virus 1	Not Specified	Reverse transcriptase/RNaseH	12462284
Tenofovir	C19H30N5O10P	Human immunodeficiency virus 1	Not Specified	Reverse transcriptase/RNaseH	14725126
Terconazole	C26H31Cl2N5O3	Candida albicans	SC5314	N/A	23689719
Terpinene-4-ol	C10H18O	Bacillus cereus	var. mycoides 0042	N/A	23789847
Terpinene-4-ol	C10H18O	Escherichia coli	582	N/A	23789847
Terpinene-4-ol	C10H18O	Pichia anomala	8061Mo	N/A	23789847
Terpinene-4-ol	C10H18O	Pseudomonas putida	291T	N/A	23789847
Tert-butanol	C4H10O	Candida albicans	ATCC 90028	N/A	24688528
Tet-20	C78H141N31O14S	Pseudomonas aeruginosa	ATCC 27853	N/A	21377727
Tet-213	C77H107N25O11S	Pseudomonas aeruginosa	ATCC 27853	N/A	21377727
Tet-213	C77H107N25O11S	Staphylococcus aureus	Isolate 1	N/A	25785171
Tet-213	C77H107N25O11S	Staphylococcus aureus	Isolate 2	N/A	25785171
Tet-213	C77H107N25O11S	Staphylococcus aureus	Isolate 3	N/A	25785171
Tet-213	C77H107N25O11S	Staphylococcus aureus	Isolate 4	N/A	25785171
Tet-213	C77H107N25O11S	Staphylococcus aureus	Isolate 5	N/A	25785171
Tet-26	C83H139N31O14S	Pseudomonas aeruginosa	ATCC 27853	N/A	21377727
Tetracycline	C22H24N2O8	Enteric bacteria and other eubacteria	Not Specified	16S rRNA	1725100
Tetracycline	C22H24N2O8	Escherichia coli	K12	30S ribosomal protein S7	2200507
Tetracycline	C22H24N2O8	Escherichia coli	K12	30S ribosomal protein S19	2200507
Tetracycline	C22H24N2O8	Escherichia coli	K12	30S ribosomal protein S3	2200507
Tetracycline	C22H24N2O8	Escherichia coli	K12	30S ribosomal protein S8	2200507
Tetracycline	C22H24N2O8	Escherichia coli	K12	30S ribosomal protein S14	2200507
Tetracycline	C22H24N2O8	Escherichia coli	Not Specified	Multidrug translocase MdfA	8426364
Tetracycline	C22H24N2O8	Enteric bacteria and other eubacteria	Not Specified	16S rRNA	17021193
Tetracycline	C22H24N2O8	Enteric bacteria and other eubacteria	Not Specified	16S rRNA	17035842
Tetracycline	C22H24N2O8	Enteric bacteria and other eubacteria	Not Specified	16S rRNA	17428623
Tetrameric peptide	C34H47N13O4	Escherichia coli	RP437	N/A	20097816
Tetrazol-1-yl	CHN4	Pseudomonas aeruginosa	PA14	N/A	27731921
Thiazolidinedione-8	C11H17NS	Candida albicans	ATCC 90028	N/A	24796422
Thiazolidinedione-8	C11H17NS	Candida albicans	SC5314	N/A	25645835
Thiazolidinedione-8	C11H17NS	Candida albicans	SC5314	N/A	26904013
Thiazolidinedione-8	C11H17NS	Streptococcus mutans	Not Specified	N/A	26904013
Thimerosal	C9H9HgNaO2S	Candida albicans	SC5314	N/A	23689719
Thiophenone TF101	C5H3BrOS	Escherichia coli	O103:H2 (1153)	N/A	24391047
Thiophenone TF101	C5H3BrOS	Escherichia coli	O103:H2 (1242)	N/A	24391047
Thiophenone TF101	C5H3BrOS	Escherichia coli	O103:H2 (10705)	N/A	24391047
Thonzonium bromide	C32H55BrN4O	Candida albicans	SC5314	N/A	23689719
Thymol	C10H14O	Escherichia coli	O157:H7	N/A	27808174
Thymol	C10H14O	Streptococcus mutans	ATCC 25175	N/A	28233286
Ticarcillin	C15H16N2O6S2	Staphylococcus aureus	Not Specified	Penicillin binding protein 2a	2387996
Tigecycline	C29H39N5O8	Escherichia coli	K12	30S ribosomal protein S9	6723578
Tigecycline	C29H39N5O8	Enteric bacteria and other eubacteria	Not Specified	16S rRNA	16723578
Tigecycline	C29H39N5O8	Escherichia coli	K12	30S ribosomal protein S12	16723578
Tigecycline	C29H39N5O8	Escherichia coli	K12	30S ribosomal protein S13	16723578
Tigecycline	C29H39N5O8	Escherichia coli	K12	30S ribosomal protein S19	16723578
Tigecycline	C29H39N5O8	Escherichia coli	K12	30S ribosomal protein S14	16723578
Tigecycline	C29H39N5O8	Enteric bacteria and other eubacteria	Not Specified	16S rRNA	20431506
Tigecycline	C29H39N5O8	Escherichia coli	K12	30S ribosomal protein S12	20431506
Tigecycline	C29H39N5O8	Escherichia coli	K12	30S ribosomal protein S13	20431506
Tigecycline	C29H39N5O8	Escherichia coli	K12	30S ribosomal protein S19	20431506
Tigecycline	C29H39N5O8	Escherichia coli	K12	30S ribosomal protein S9	20431506
Tigecycline	C29H39N5O8	Escherichia coli	K12	30S ribosomal protein S14	20431506
Tigecycline	C29H39N5O8	Staphylococcus aureus	Smith diffuse (SD)	N/A	23965956
Tiliroside	C30H26O13	Staphylococcus aureus	UAMS-1	N/A	22242149
Timolol	C13H24N4O3S	Enterobacteria phage T4	Not Specified	Lysozyme	10592235
Tioconazole	C16H13Cl3N2OS	Candida albicans	SC5314	N/A	23689719
Tipranavir	C31H33F3N2O5S	Human immunodeficiency virus 1	Not Specified	Pol polyprotein	11752352
Tipranavir	C31H33F3N2O5S	Human immunodeficiency virus 1	Not Specified	Pol polyprotein	16060700
Tipranavir	C31H33F3N2O5S	Human immunodeficiency virus 1	Not Specified	Pol polyprotein	17360759
Tipranavir	C31H33F3N2O5S	Human immunodeficiency virus 1	Not Specified	Pol polyprotein	17635930
Tipranavir	C31H33F3N2O5S	Human immunodeficiency virus 1	Not Specified	Pol polyprotein	17712762
Tipranavir	C31H33F3N2O5S	Human immunodeficiency virus 1	Not Specified	Pol polyprotein	18158073
Tipranavir	C31H33F3N2O5S	Human immunodeficiency virus 1	Not Specified	Pol polyprotein	19751502
Tipranavir	C31H33F3N2O5S	Human immunodeficiency virus 1	Not Specified	Pol polyprotein	20428639
Tipranavir?	C31H33F3N2O5S	Human immunodeficiency virus	Not Specified	HIV-1 protease	16060700
Tipranavir?	C31H33F3N2O5S	Human immunodeficiency virus	Not Specified	HIV-1 protease	17360759
Tipranavir?	C31H33F3N2O5S	Human immunodeficiency virus	Not Specified	HIV-1 protease	17635930
Tipranavir?	C31H33F3N2O5S	Human immunodeficiency virus	Not Specified	HIV-1 protease	17712762
Tipranavir?	C31H33F3N2O5S	Human immunodeficiency virus	Not Specified	HIV-1 protease	17928344
Tipranavir?	C31H33F3N2O5S	Human immunodeficiency virus	Not Specified	HIV-1 protease	18158073
Tipranavir?	C31H33F3N2O5S	Human immunodeficiency virus	Not Specified	HIV-1 protease	19751502
Tipranavir?	C31H33F3N2O5S	Human immunodeficiency virus	Not Specified	HIV-1 protease	20428639
Titanium dioxide	O2Ti	Escherichia coli	K12	N/A	27690228
TMB-8	C22H38ClNO5	Candida albicans	BWP17	N/A	21903824
TMC-151s C	C41H74O15	Candida albicans	SC5314	N/A	25302529
Tobramycin	C18H37N5O9	Mycobacterium tuberculosis	Not Specified	minoglycoside 2'-N-acetyltransferase	12161746
Tobramycin	C18H37N5O9	Escherichia coli	K12	30S ribosomal protein S12	15332709
Tobramycin	C18H37N5O9	Pseudomonas aeruginosa	Not Specified	N/A	16940063
Tobramycin	C18H37N5O9	Escherichia coli	K12	30S ribosomal protein S12	16942021
Tobramycin	C18H37N5O9	Enteric bacteria and other eubacteria	Not Specified	16S rRNA	17016423
Tobramycin	C18H37N5O9	Escherichia coli	K12	30S ribosomal protein S12	17016423
Tobramycin	C18H37N5O9	Enteric bacteria and other eubacteria	Not Specified	16S rRNA	17139284
Tobramycin	C18H37N5O9	Escherichia coli	K12	30S ribosomal protein S12	17139284
Tobramycin	C18H37N5O9	Enteric bacteria and other eubacteria	Not Specified	16S rRNA	17158944
Tobramycin	C18H37N5O9	Enteric bacteria and other eubacteria	Not Specified	16S rRNA	17224412
Tobramycin	C18H37N5O9	Burkholderia cenocepacia	LMG 16656	N/A	19146953
Tobramycin	C18H37N5O9	Burkholderia multivorans	LMG 13010	N/A	19146953
Tobramycin	C18H37N5O9	Enteric bacteria and other eubacteria	Not Specified	16S rRNA	20029836
Tobramycin	C18H37N5O9	Pseudomonas aeruginosa	Pa5	N/A	21849157
Tobramycin	C18H37N5O9	Pseudomonas aeruginosa	Pa9	N/A	21849157
Tobramycin	C18H37N5O9	Staphylococcus aureus	Sa4	N/A	21849157
Tobramycin	C18H37N5O9	Staphylococcus aureus	Sa7	N/A	21849157
Tobramycin	C18H37N5O9	Stenotrophomonas maltophilia	Sm143	N/A	21849157
Tobramycin	C18H37N5O9	Pseudomonas aeruginosa	PAO1	N/A	22314537
Tobramycin	C18H37N5O9	Pseudomonas aeruginosa	CF438	N/A	22314537
Tobramycin	C18H37N5O9	Burkholderia cenocepacia	LMG16656	N/A	26828772
